time,pwm,posLeft,posRight
1461,300,27832,29152
1462,300,27915,29229
1463,300,27997,29308
1464,300,28081,29378
1465,300,28165,29443
1466,300,28248,29516
1467,300,28331,29596
1468,300,28414,29674
1469,300,28501,29753
1470,300,28591,29834
1471,300,28677,29911
1472,300,28763,29985
1473,300,28852,30065
1474,300,28944,30150
1475,300,29036,30232
1476,300,29127,30307
1477,300,29219,30381
1478,300,29310,30458
1479,300,29402,30542
1480,300,29494,30626
1481,300,29585,30707
1482,300,29678,30787
1483,300,29769,30866
1484,300,29860,30945
1485,300,29951,31026
1486,300,30042,31110
1487,300,30133,31197
1488,300,30225,31284
1489,300,30317,31371
1490,300,30407,31456
1491,300,30495,31542
1492,300,30584,31634
1493,300,30673,31723
1494,300,30764,31813
1495,300,30855,31905
1496,300,30949,31996
1497,300,31046,32087
1498,300,31140,32177
1499,300,31227,32270
1500,300,31312,32365
1501,300,31400,32456
1502,300,31491,32547
1503,300,31582,32641
1504,300,31672,32738
1505,300,31760,32831
1506,300,31849,32925
1507,300,31938,33021
1508,300,32024,33117
1509,300,32109,33212
1510,300,32195,33306
1511,300,32281,33401
1512,300,32368,33495
1513,300,32455,33591
1514,300,32540,33687
1515,300,32625,33779
1516,300,32714,33872
1517,300,32801,33964
1518,300,32884,34058
1519,300,32965,34150
1520,300,33048,34244
1521,300,33132,34340
1522,300,33218,34435
1523,300,33303,34529
1524,300,33387,34623
1525,300,33468,34717
1526,300,33549,34810
1527,300,33632,34901
1528,300,33719,34989
1529,300,33802,35077
1530,300,33885,35164
1531,300,33967,35249
1532,300,34049,35336
1533,300,34131,35421
1534,300,34211,35500
1535,300,34291,35580
1536,300,34371,35667
1537,300,34451,35754
1538,300,34531,35836
1539,300,34610,35916
1540,300,34688,35993
1541,300,34764,36067
1542,300,34837,36141
1543,300,34909,36213
1544,300,34983,36290
1545,300,35058,36374
1546,300,35134,36455
1547,300,35213,36532
1548,300,35297,36610
1549,300,35379,36690
1550,300,35458,36775
1551,300,35536,36858
1552,300,35613,36937
1553,300,35693,37009
1554,300,35772,37078
1555,300,35849,37151
1556,300,35928,37231
1557,300,36009,37312
1558,300,36091,37391
1559,300,36173,37464
1560,300,36255,37540
1561,300,36339,37621
1562,300,36419,37696
1563,300,36500,37770
1564,300,36581,37845
1565,300,36663,37925
1566,300,36744,38004
1567,300,36829,38083
1568,300,36918,38164
1569,300,37004,38245
1570,300,37088,38326
1571,300,37173,38402
1572,300,37260,38479
1573,300,37347,38558
1574,300,37435,38640
1575,300,37524,38720
1576,300,37610,38802
1577,300,37696,38883
1578,300,37782,38965
1579,300,37868,39046
1580,300,37954,39130
1581,300,38040,39213
1582,300,38127,39293
1583,300,38213,39376
1584,300,38298,39463
1585,300,38382,39556
1586,300,38466,39645
1587,300,38551,39731
1588,300,38634,39824
1589,300,38718,39920
1590,300,38802,40015
1591,300,38885,40105
1592,300,38970,40194
1593,300,39054,40292
1594,300,39139,40393
1595,300,39226,40485
1596,300,39313,40579
1597,300,39403,40682
1598,300,39493,40781
1599,300,39583,40873
1600,300,39671,40974
1601,300,39760,41080
1602,300,39850,41178
1603,300,39939,41273
1604,300,40029,41376
1605,300,40118,41480
1606,300,40207,41579
1607,300,40295,41677
1608,300,40383,41780
1609,300,40470,41878
1610,300,40556,41974
1611,300,40641,42074
1612,300,40726,42171
1613,300,40810,42265
1614,300,40895,42361
1615,300,40978,42457
1616,300,41061,42549
1617,300,41145,42637
1618,300,41228,42728
1619,300,41310,42822
1620,300,41393,42915
1621,300,41478,43001
1622,300,41563,43088
1623,300,41647,43177
1624,300,41730,43267
1625,300,41812,43350
1626,300,41894,43430
1627,300,41975,43513
1628,300,42059,43599
1629,300,42145,43687
1630,300,42229,43777
1631,300,42310,43865
1632,300,42386,43950
1633,300,42460,44028
1634,300,42531,44110
1635,300,42601,44196
1636,300,42672,44275
1637,300,42746,44347
1638,300,42828,44422
1639,300,42913,44503
1640,300,42997,44580
1641,300,43079,44651
1642,300,43159,44718
1643,300,43241,44786
1644,300,43325,44862
1645,300,43409,44944
1646,300,43494,45023
1647,300,43580,45095
1648,300,43666,45163
1649,300,43751,45240
1650,300,43833,45329
1651,300,43914,45419
1652,300,43998,45498
1653,300,44083,45577
1654,300,44170,45659
1655,300,44254,45735
1656,300,44337,45806
1657,300,44419,45881
1658,300,44504,45961
1659,300,44590,46044
1660,300,44676,46129
1661,300,44761,46215
1662,300,44852,46298
1663,300,44943,46377
1664,300,45033,46455
1665,300,45121,46535
1666,300,45212,46614
1667,300,45308,46691
1668,300,45403,46766
1669,300,45496,46845
1670,300,45590,46931
1671,300,45683,47021
1672,300,45777,47106
1673,300,45871,47187
1674,300,45965,47264
1675,300,46058,47347
1676,300,46152,47435
1677,300,46247,47525
1678,300,46342,47612
1679,300,46436,47700
1680,300,46530,47790
1681,300,46624,47879
1682,300,46717,47970
1683,300,46809,48061
1684,300,46902,48155
1685,300,46997,48249
1686,300,47092,48344
1687,300,47186,48439
1688,300,47282,48533
1689,300,47378,48631
1690,300,47473,48732
1691,300,47566,48829
1692,300,47659,48922
1693,300,47752,49016
1694,300,47846,49112
1695,300,47939,49207
1696,300,48032,49306
1697,300,48120,49407
1698,300,48209,49509
1699,300,48298,49605
1700,300,48388,49701
1701,300,48475,49800
1702,300,48563,49895
1703,300,48650,49991
1704,300,48737,50087
1705,300,48821,50183
1706,300,48904,50279
1707,300,48990,50374
1708,300,49079,50469
1709,300,49167,50562
1710,300,49254,50657
1711,300,49341,50753
1712,300,49429,50849
1713,300,49517,50944
1714,300,49604,51037
1715,300,49690,51131
1716,300,49777,51225
1717,300,49863,51316
1718,300,49946,51408
1719,300,50027,51498
1720,300,50115,51585
1721,300,50202,51670
1722,300,50290,51755
1723,300,50378,51837
1724,300,50464,51916
1725,300,50549,51999
1726,300,50632,52083
1727,300,50715,52163
1728,300,50798,52239
1729,300,50880,52315
1730,300,50958,52394
1731,300,51033,52476
1732,300,51108,52565
1733,300,51179,52650
1734,300,51253,52730
1735,300,51330,52804
1736,300,51407,52879
1737,300,51484,52960
1738,300,51562,53040
1739,300,51647,53119
1740,300,51733,53199
1741,300,51816,53279
1742,300,51895,53356
1743,300,51973,53439
1744,300,52052,53524
1745,300,52133,53607
1746,300,52214,53682
1747,300,52297,53754
1748,300,52381,53833
1749,300,52464,53914
1750,300,52545,53995
1751,300,52626,54071
1752,300,52709,54145
1753,300,52791,54218
1754,300,52875,54295
1755,300,52960,54377
1756,300,53044,54459
1757,300,53127,54537
1758,300,53210,54617
1759,300,53296,54699
1760,300,53384,54780
1761,300,53472,54858
1762,300,53559,54939
1763,300,53644,55021
1764,300,53730,55102
1765,300,53817,55184
1766,300,53905,55267
1767,300,53993,55347
1768,300,54079,55426
1769,300,54165,55512
1770,300,54249,55598
1771,300,54333,55683
1772,300,54419,55764
1773,300,54507,55849
1774,300,54596,55940
1775,300,54686,56027
1776,300,54775,56116
1777,300,54864,56207
1778,300,54951,56307
1779,300,55039,56403
1780,300,55127,56494
1781,300,55215,56583
1782,300,55302,56685
1783,300,55390,56786
1784,300,55478,56878
1785,300,55565,56977
1786,300,55653,57076
1787,300,55741,57179
1788,300,55829,57277
1789,300,55917,57380
1790,300,56005,57482
1791,300,56091,57574
1792,300,56178,57670
1793,300,56265,57776
1794,300,56354,57882
1795,300,56444,57977
1796,300,56535,58081
1797,300,56624,58183
1798,300,56712,58281
1799,300,56800,58372
1800,300,56887,58471
1801,300,56974,58571
1802,300,57061,58662
1803,300,57147,58753
1804,300,57233,58851
1805,300,57319,58948
1806,300,57405,59039
1807,300,57491,59127
1808,300,57577,59218
1809,300,57662,59310
1810,300,57745,59400
1811,300,57829,59490
1812,300,57913,59580
1813,300,57997,59670
1814,300,58082,59757
1815,300,58167,59839
1816,300,58252,59920
1817,300,58338,60001
1818,300,58423,60089
1819,300,58508,60182
1820,300,58592,60268
1821,300,58677,60342
1822,300,58760,60419
1823,300,58842,60511
1824,300,58921,60599
1825,300,58999,60672
1826,300,59078,60739
1827,300,59158,60817
1828,300,59239,60898
1829,300,59322,60972
1830,300,59404,61047
1831,300,59488,61120
1832,300,59571,61190
1833,300,59653,61268
1834,300,59733,61350
1835,300,59813,61434
1836,300,59896,61513
1837,300,59978,61592
1838,300,60062,61676
1839,300,60146,61766
1840,300,60229,61853
1841,300,60315,61930
1842,300,60402,62012
1843,300,60489,62096
1844,300,60575,62171
1845,300,60660,62246
1846,300,60746,62321
1847,300,60834,62395
1848,300,60922,62472
1849,300,61010,62553
1850,300,61095,62636
1851,300,61180,62718
1852,300,61267,62801
1853,300,61356,62879
1854,300,61443,62954
1855,300,61531,63027
1856,300,61622,63103
1857,300,61715,63186
1858,300,61807,63271
1859,300,61900,63353
1860,300,61996,63437
1861,300,62090,63523
1862,300,62184,63608
1863,300,62278,63694
1864,300,62373,63782
1865,300,62469,63869
1866,300,62565,63956
1867,300,62660,64043
1868,300,62755,64134
1869,300,62848,64228
1870,300,62942,64323
1871,300,63036,64416
1872,300,63132,64509
1873,300,63227,64603
1874,300,63320,64698
1875,300,63410,64793
1876,300,63501,64887
1877,300,63595,64980
1878,300,63691,65074
1879,300,63788,65168
1880,300,63884,65263
1881,300,63978,65360
1882,300,64070,65462
1883,300,64160,65562
1884,300,64252,65653
1885,300,64345,65749
1886,300,64438,65851
1887,300,64530,65955
1888,300,64624,66055
1889,300,64716,66149
1890,300,64806,66241
1891,300,64896,66339
1892,300,64988,66439
1893,300,65079,66538
1894,300,65167,66635
1895,300,65255,66730
1896,300,65341,66825
1897,300,65426,66921
1898,300,65512,67018
1899,300,65598,67115
1900,300,65685,67210
1901,300,65771,67302
1902,300,65858,67396
1903,300,65944,67490
1904,300,66030,67581
1905,300,66116,67671
1906,300,66199,67757
1907,300,66280,67845
1908,300,66362,67929
1909,300,66449,68011
1910,300,66537,68097
1911,300,66622,68186
1912,300,66703,68273
1913,300,66785,68361
1914,300,66868,68443
1915,300,66951,68520
1916,300,67032,68597
1917,300,67114,68674
1918,300,67195,68748
1919,300,67277,68821
1920,300,67361,68899
1921,300,67446,68984
1922,300,67531,69068
1923,300,67615,69151
1924,300,67699,69235
1925,300,67781,69318
1926,300,67861,69399
1927,300,67937,69478
1928,300,68011,69559
1929,300,68087,69645
1930,300,68163,69729
1931,300,68239,69813
1932,300,68314,69900
1933,300,68389,69984
1934,300,68469,70062
1935,300,68552,70139
1936,300,68639,70214
1937,300,68726,70288
1938,300,68809,70368
1939,300,68891,70445
1940,300,68975,70520
1941,300,69061,70593
1942,300,69148,70670
1943,300,69234,70751
1944,300,69320,70832
1945,300,69407,70909
1946,300,69495,70990
1947,300,69581,71071
1948,300,69668,71148
1949,300,69755,71225
1950,300,69843,71307
1951,300,69931,71390
1952,300,70020,71471
1953,300,70107,71553
1954,300,70194,71636
1955,300,70280,71719
1956,300,70366,71802
1957,300,70452,71884
1958,300,70537,71970
1959,300,70621,72058
1960,300,70705,72144
1961,300,70788,72227
1962,300,70873,72315
1963,300,70959,72408
1964,300,71045,72497
1965,300,71131,72584
1966,300,71217,72675
1967,300,71302,72765
1968,300,71386,72863
1969,300,71471,72957
1970,300,71556,73048
1971,300,71641,73141
1972,300,71727,73233
1973,300,71814,73332
1974,300,71900,73438
1975,300,71989,73535
1976,300,72079,73624
1977,300,72172,73723
1978,300,72266,73829
1979,300,72359,73923
1980,300,72451,74019
1981,300,72543,74121
1982,300,72634,74226
1983,300,72726,74324
1984,300,72819,74417
1985,300,72911,74521
1986,300,73002,74627
1987,300,73090,74724
1988,300,73177,74823
1989,300,73263,74924
1990,300,73349,75022
1991,300,73436,75120
1992,300,73523,75220
1993,300,73611,75319
1994,300,73697,75410
1995,300,73783,75504
1996,300,73870,75597
1997,300,73955,75689
1998,300,74040,75775
1999,300,74124,75866
2000,300,74208,75960
2001,0,74293,76052
2002,0,74375,76136
2003,0,74458,76222
2004,0,74541,76311
2005,0,74625,76393
2006,0,74709,76477
2007,0,74791,76563
2008,0,74875,76647
2009,0,74957,76723
2010,0,75037,76799
2011,0,75116,76879
2012,0,75195,76957
2013,0,75276,77029
2014,0,75353,77104
2015,0,75432,77186
2016,0,75510,77268
2017,0,75589,77344
2018,0,75666,77420
2019,0,75741,77495
2020,0,75818,77567
2021,0,75896,77638
2022,0,75974,77713
2023,0,76050,77790
2024,0,76128,77866
2025,0,76207,77941
2026,0,76288,78017
2027,0,76369,78091
2028,0,76449,78166
2029,0,76530,78244
2030,0,76610,78327
2031,0,76689,78413
2032,0,76770,78495
2033,0,76851,78571
2034,0,76933,78642
2035,0,77013,78710
2036,0,77093,78776
2037,0,77175,78846
2038,0,77256,78924
2039,0,77337,79006
2040,0,77420,79086
2041,0,77502,79161
2042,0,77585,79235
2043,0,77667,79311
2044,0,77749,79388
2045,0,77833,79463
2046,0,77917,79537
2047,0,78004,79612
2048,0,78089,79690
2049,0,78173,79769
2050,0,78259,79847
2051,0,78344,79923
2052,0,78429,79998
2053,0,78516,80075
2054,0,78602,80152
2055,0,78689,80227
2056,0,78776,80303
2057,0,78862,80381
2058,0,78949,80458
2059,0,79037,80535
2060,0,79123,80609
2061,0,79207,80689
2062,0,79290,80774
2063,0,79373,80860
2064,0,79455,80942
2065,0,79535,81024
2066,0,79614,81108
2067,0,79693,81192
2068,0,79772,81276
2069,0,79851,81359
2070,0,79928,81443
2071,0,80005,81527
2072,0,80085,81616
2073,0,80166,81705
2074,0,80242,81788
2075,0,80315,81867
2076,0,80390,81946
2077,0,80468,82028
2078,0,80546,82105
2079,0,80624,82184
2080,0,80700,82260
2081,0,80775,82334
2082,0,80851,82409
2083,0,80927,82486
2084,0,81004,82562
2085,0,81080,82637
2086,0,81154,82710
2087,0,81226,82782
2088,0,81299,82859
2089,0,81371,82935
2090,0,81442,83008
2091,0,81513,83080
2092,0,81585,83150
2093,0,81657,83222
2094,0,81725,83293
2095,0,81791,83365
2096,0,81858,83438
2097,0,81926,83507
2098,0,81992,83574
2099,0,82054,83639
2100,0,82116,83701
2101,0,82182,83761
2102,0,82250,83827
2103,0,82318,83895
2104,0,82382,83961
2105,0,82444,84026
2106,0,82505,84088
2107,0,82568,84146
2108,0,82630,84202
2109,0,82690,84257
2110,0,82748,84315
2111,0,82806,84378
2112,0,82864,84444
2113,0,82921,84512
2114,0,82979,84576
2115,0,83037,84638
2116,0,83094,84696
2117,0,83151,84752
2118,0,83209,84809
2119,0,83266,84866
2120,0,83322,84926
2121,0,83378,84987
2122,0,83437,85049
2123,0,83497,85110
2124,0,83552,85169
2125,0,83604,85227
2126,0,83655,85291
2127,0,83708,85353
2128,0,83765,85410
2129,0,83822,85465
2130,0,83876,85520
2131,0,83929,85575
2132,0,83983,85630
2133,0,84041,85682
2134,0,84097,85735
2135,0,84153,85788
2136,0,84208,85839
2137,0,84262,85895
2138,0,84316,85954
2139,0,84370,86013
2140,0,84425,86069
2141,0,84479,86121
2142,0,84530,86173
2143,0,84582,86226
2144,0,84634,86284
2145,0,84686,86343
2146,0,84739,86398
2147,0,84792,86450
2148,0,84847,86501
2149,0,84900,86554
2150,0,84953,86607
2151,0,85006,86658
2152,0,85061,86710
2153,0,85115,86761
2154,0,85167,86813
2155,0,85219,86862
2156,0,85274,86908
2157,0,85331,86955
2158,0,85387,87007
2159,0,85442,87062
2160,0,85497,87117
2161,0,85551,87169
2162,0,85606,87218
2163,0,85660,87269
2164,0,85714,87320
2165,0,85767,87374
2166,0,85820,87427
2167,0,85875,87478
2168,0,85933,87527
2169,0,85993,87579
2170,0,86051,87632
2171,0,86105,87687
2172,0,86158,87741
2173,0,86212,87793
2174,0,86267,87841
2175,0,86322,87891
2176,0,86376,87942
2177,0,86429,87993
2178,0,86483,88044
2179,0,86537,88094
2180,0,86592,88145
2181,0,86647,88196
2182,0,86700,88249
2183,0,86751,88304
2184,0,86802,88356
2185,0,86854,88409
2186,0,86906,88462
2187,0,86960,88515
2188,0,87014,88567
2189,0,87069,88622
2190,0,87123,88675
2191,0,87178,88726
2192,0,87232,88780
2193,0,87287,88835
2194,0,87342,88890
2195,0,87397,88943
2196,0,87451,88994
2197,0,87504,89048
2198,0,87558,89103
2199,0,87613,89157
2200,0,87666,89209
2201,0,87718,89262
2202,0,87769,89312
2203,0,87819,89365
2204,0,87869,89420
2205,0,87918,89475
2206,0,87968,89524
2207,0,88018,89573
2208,0,88067,89622
2209,0,88117,89673
2210,0,88165,89725
2211,0,88211,89780
2212,0,88255,89836
2213,0,88299,89886
2214,0,88343,89933
2215,0,88386,89984
2216,0,88432,90035
2217,0,88479,90085
2218,0,88526,90135
2219,0,88570,90188
2220,0,88611,90239
2221,0,88653,90288
2222,0,88699,90335
2223,0,88745,90384
2224,0,88788,90435
2225,0,88831,90487
2226,0,88876,90540
2227,0,88919,90588
2228,0,88963,90635
2229,0,89006,90682
2230,0,89048,90728
2231,0,89087,90773
2232,0,89127,90818
2233,0,89167,90865
2234,0,89209,90913
2235,0,89250,90958
2236,0,89292,91002
2237,0,89334,91045
2238,0,89377,91089
2239,0,89419,91133
2240,0,89458,91174
2241,0,89496,91215
2242,0,89534,91258
2243,0,89573,91303
2244,0,89613,91349
2245,0,89653,91392
2246,0,89692,91433
2247,0,89732,91474
2248,0,89771,91515
2249,0,89810,91556
2250,0,89849,91597
2251,0,89889,91639
2252,0,89929,91679
2253,0,89967,91718
2254,0,90004,91757
2255,0,90041,91799
2256,0,90078,91840
2257,0,90115,91880
2258,0,90153,91917
2259,0,90190,91956
2260,0,90227,91997
2261,0,90265,92034
2262,0,90301,92068
2263,0,90337,92103
2264,0,90374,92140
2265,0,90412,92176
2266,0,90449,92210
2267,0,90484,92243
2268,0,90517,92275
2269,0,90551,92308
2270,0,90584,92340
2271,0,90619,92371
2272,0,90653,92404
2273,0,90687,92437
2274,0,90722,92469
2275,0,90757,92500
2276,0,90792,92531
2277,0,90827,92563
2278,0,90860,92595
2279,0,90893,92625
2280,0,90925,92655
2281,0,90955,92684
2282,0,90981,92714
2283,0,91008,92746
2284,0,91034,92778
2285,0,91062,92812
2286,0,91091,92844
2287,0,91120,92877
2288,0,91149,92909
2289,0,91178,92941
2290,0,91207,92968
2291,0,91235,92991
2292,0,91264,93015
2293,0,91290,93043
2294,0,91316,93077
2295,0,91342,93109
2296,0,91370,93140
2297,0,91399,93169
2298,0,91427,93198
2299,0,91455,93228
2300,0,91483,93257
2301,0,91510,93280
2302,0,91537,93300
2303,0,91564,93325
2304,0,91592,93355
2305,0,91620,93387
2306,0,91648,93418
2307,0,91676,93447
2308,0,91705,93478
2309,0,91733,93508
2310,0,91762,93536
2311,0,91791,93563
2312,0,91819,93589
2313,0,91848,93613
2314,0,91876,93639
2315,0,91904,93666
2316,0,91931,93693
2317,0,91958,93719
2318,0,91986,93744
2319,0,92015,93769
2320,0,92044,93792
2321,0,92071,93814
2322,0,92098,93837
2323,0,92124,93860
2324,0,92151,93883
2325,0,92178,93905
2326,0,92204,93929
2327,0,92230,93953
2328,0,92255,93979
2329,0,92280,94003
2330,0,92305,94027
2331,0,92330,94050
2332,0,92355,94073
2333,0,92381,94099
2334,0,92408,94125
2335,0,92435,94151
2336,0,92461,94177
2337,0,92486,94203
2338,0,92511,94228
2339,0,92536,94254
2340,0,92561,94279
2341,0,92586,94302
2342,0,92613,94323
2343,0,92639,94343
2344,0,92664,94361
2345,0,92688,94377
2346,0,92713,94396
2347,0,92737,94419
2348,0,92762,94443
2349,0,92787,94466
2350,0,92811,94485
2351,0,92835,94502
2352,0,92859,94521
2353,0,92884,94546
2354,0,92908,94573
2355,0,92933,94598
2356,0,92956,94619
2357,0,92979,94641
2358,0,93000,94663
2359,0,93023,94685
2360,0,93046,94707
2361,0,93070,94728
2362,0,93093,94749
2363,0,93115,94769
2364,0,93136,94786
2365,0,93158,94802
2366,0,93181,94818
2367,0,93203,94836
2368,0,93226,94856
2369,0,93248,94877
2370,0,93269,94898
2371,0,93291,94916
2372,0,93312,94935
2373,0,93334,94953
2374,0,93355,94972
2375,0,93378,94990
2376,0,93400,95008
2377,0,93422,95026
2378,0,93444,95044
2379,0,93465,95060
2380,0,93487,95075
2381,0,93507,95089
2382,0,93527,95103
2383,0,93547,95118
2384,0,93568,95134
2385,0,93587,95152
2386,0,93606,95169
2387,0,93624,95186
2388,0,93641,95201
2389,0,93660,95217
2390,0,93679,95232
2391,0,93699,95247
2392,0,93719,95263
2393,0,93737,95280
2394,0,93756,95298
2395,0,93775,95315
2396,0,93794,95332
2397,0,93813,95347
2398,0,93831,95361
2399,0,93849,95373
2400,0,93867,95385
2401,0,93885,95398
2402,0,93903,95413
2403,0,93921,95430
2404,0,93938,95445
2405,0,93955,95461
2406,0,93972,95476
2407,0,93988,95491
2408,0,94005,95505
2409,0,94021,95520
2410,0,94037,95535
2411,0,94054,95550
2412,0,94070,95565
2413,0,94086,95580
2414,0,94103,95594
2415,0,94119,95608
2416,0,94136,95621
2417,0,94151,95633
2418,0,94167,95646
2419,0,94183,95658
2420,0,94199,95670
2421,0,94214,95682
2422,0,94229,95693
2423,0,94244,95703
2424,0,94258,95713
2425,0,94273,95723
2426,0,94287,95735
2427,0,94302,95747
2428,0,94317,95760
2429,0,94332,95772
2430,0,94347,95783
2431,0,94362,95794
2432,0,94376,95806
2433,0,94391,95817
2434,0,94406,95828
2435,0,94420,95838
2436,0,94434,95849
2437,0,94449,95859
2438,0,94463,95869
2439,0,94477,95879
2440,0,94490,95889
2441,0,94504,95900
2442,0,94517,95910
2443,0,94530,95920
2444,0,94542,95930
2445,0,94555,95940
2446,0,94568,95949
2447,0,94582,95958
2448,0,94594,95968
2449,0,94607,95978
2450,0,94620,95987
2451,0,94633,95996
2452,0,94645,96005
2453,0,94656,96014
2454,0,94669,96022
2455,0,94680,96031
2456,0,94692,96039
2457,0,94704,96048
2458,0,94714,96058
2459,0,94725,96066
2460,0,94735,96075
2461,0,94746,96083
2462,0,94756,96091
2463,0,94766,96099
2464,0,94776,96107
2465,0,94785,96114
2466,0,94795,96122
2467,0,94805,96129
2468,0,94814,96136
2469,0,94824,96143
2470,0,94834,96150
2471,0,94844,96156
2472,0,94854,96162
2473,0,94863,96169
2474,0,94872,96175
2475,0,94882,96181
2476,0,94891,96187
2477,0,94899,96193
2478,0,94908,96199
2479,0,94916,96204
2480,0,94924,96209
2481,0,94932,96214
2482,0,94940,96220
2483,0,94948,96225
2484,0,94956,96231
2485,0,94963,96235
2486,0,94971,96241
2487,0,94978,96246
2488,0,94985,96251
2489,0,94992,96257
2490,0,94999,96262
2491,0,95006,96267
2492,0,95012,96272
2493,0,95018,96277
2494,0,95024,96281
2495,0,95031,96285
2496,0,95037,96289
2497,0,95043,96293
2498,0,95050,96297
2499,0,95056,96300
2500,0,95062,96304
2501,0,95068,96308
2502,0,95074,96311
2503,0,95079,96315
2504,0,95085,96319
2505,0,95091,96322
2506,0,95097,96326
2507,0,95103,96329
2508,0,95108,96331
2509,0,95114,96334
2510,0,95120,96337
2511,0,95126,96341
2512,0,95132,96343
2513,0,95137,96345
2514,0,95142,96347
2515,0,95148,96349
2516,0,95152,96351
2517,0,95157,96353
2518,0,95162,96355
2519,0,95166,96356
2520,0,95170,96358
2521,0,95174,96359
2522,0,95178,96361
2523,0,95182,96362
2524,0,95186,96363
2525,0,95189,96364
2526,0,95192,96365
2527,0,95195,96366
2528,0,95198,96366
2529,0,95200,96367
2530,0,95203,96367
2531,0,95206,96367
2532,0,95208,96367
2533,0,95211,96367
2534,0,95214,96367
2535,0,95216,96367
2536,0,95218,96367
2537,0,95221,96367
2538,0,95223,96367
2539,0,95224,96367
2540,0,95226,96367
2541,0,95227,96367
2542,0,95229,96367
2543,0,95231,96366
2544,0,95232,96364
2545,0,95233,96363
2546,0,95235,96362
2547,0,95236,96361
2548,0,95237,96360
2549,0,95238,96359
2550,0,95238,96358
2551,0,95239,96357
2552,0,95240,96356
2553,0,95241,96356
2554,0,95241,96356
2555,0,95242,96355
2556,0,95242,96355
2557,0,95242,96355
2558,0,95242,96355
2559,0,95242,96355
2560,0,95242,96355
2561,0,95242,96355
2562,0,95242,96355
2563,0,95242,96355
2564,0,95242,96355
2565,0,95242,96355
2566,0,95242,96355
2567,0,95242,96355
2568,0,95242,96355
2569,0,95242,96355
2570,0,95242,96355
2571,0,95242,96355
2572,0,95242,96355
2573,0,95242,96355
2574,0,95242,96355
2575,0,95242,96355
2576,0,95242,96355
2577,0,95242,96355
2578,0,95242,96355
2579,0,95242,96355
2580,0,95242,96355
2581,0,95242,96355
2582,0,95242,96355
2583,0,95242,96355
2584,0,95242,96355
2585,0,95242,96355
2586,0,95242,96355
2587,0,95242,96355
2588,0,95241,96355
2589,0,95241,96355
2590,0,95241,96355
2591,0,95241,96355
2592,0,95241,96355
2593,0,95241,96355
2594,0,95241,96355
2595,0,95241,96355
2596,0,95241,96355
2597,0,95241,96355
2598,0,95241,96355
2599,0,95241,96355
2600,0,95241,96355
2601,0,95241,96355
2602,0,95241,96355
2603,0,95241,96355
2604,0,95241,96355
2605,0,95241,96355
2606,0,95241,96355
2607,0,95241,96355
2608,0,95241,96355
2609,0,95241,96355
2610,0,95241,96355
2611,0,95241,96355
2612,0,95241,96355
2613,0,95241,96355
2614,0,95241,96355
2615,0,95241,96355
2616,0,95241,96355
2617,0,95241,96355
2618,0,95241,96355
2619,0,95241,96355
2620,0,95241,96355
2621,0,95241,96355
2622,0,95241,96355
2623,0,95241,96355
2624,0,95241,96355
2625,0,95241,96355
2626,0,95241,96355
2627,0,95241,96355
2628,0,95241,96355
2629,0,95241,96355
2630,0,95241,96355
2631,0,95241,96355
2632,0,95241,96355
2633,0,95241,96355
2634,0,95241,96355
2635,0,95241,96355
2636,0,95241,96355
2637,0,95241,96355
2638,0,95241,96355
2639,0,95241,96355
2640,0,95241,96355
2641,0,95241,96355
2642,0,95241,96355
2643,0,95241,96355
2644,0,95241,96355
2645,0,95241,96355
2646,0,95241,96355
2647,0,95241,96355
2648,0,95241,96355
2649,0,95241,96355
2650,0,95241,96355
2651,0,95241,96355
2652,0,95241,96355
2653,0,95241,96355
2654,0,95241,96355
2655,0,95241,96355
2656,0,95241,96355
2657,0,95241,96355
2658,0,95241,96355
2659,0,95241,96355
2660,0,95241,96355
2661,0,95241,96355
2662,0,95241,96355
2663,0,95241,96355
2664,0,95241,96355
2665,0,95241,96355
2666,0,95241,96355
2667,0,95241,96355
2668,0,95241,96355
2669,0,95241,96355
2670,0,95241,96355
2671,0,95241,96355
2672,0,95241,96355
2673,0,95241,96355
2674,0,95241,96355
2675,0,95241,96355
2676,0,95241,96355
2677,0,95241,96355
2678,0,95241,96355
2679,0,95241,96355
2680,0,95241,96355
2681,0,95241,96355
2682,0,95241,96355
2683,0,95241,96355
2684,0,95241,96355
2685,0,95241,96355
2686,0,95241,96355
2687,0,95241,96355
2688,0,95241,96355
2689,0,95241,96355
2690,0,95241,96355
2691,0,95241,96355
2692,0,95241,96355
2693,0,95241,96355
2694,0,95241,96355
2695,0,95241,96355
2696,0,95241,96355
2697,0,95241,96355
2698,0,95241,96355
2699,0,95241,96355
2700,0,95241,96355
2701,0,95241,96355
2702,0,95241,96355
2703,0,95241,96355
2704,0,95241,96355
2705,0,95241,96355
2706,0,95241,96355
2707,0,95241,96355
2708,0,95241,96355
2709,0,95241,96355
2710,0,95241,96355
2711,0,95241,96355
2712,0,95241,96355
2713,0,95241,96355
2714,0,95241,96355
2715,0,95241,96355
2716,0,95241,96355
2717,0,95241,96355
2718,0,95241,96355
2719,0,95241,96355
2720,0,95241,96355
2721,0,95241,96355
2722,0,95241,96355
2723,0,95241,96355
2724,0,95241,96355
2725,0,95241,96355
2726,0,95241,96355
2727,0,95241,96355
2728,0,95241,96355
2729,0,95241,96355
2730,0,95241,96355
2731,0,95241,96355
